CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro (2)/anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc,,,,
Baltimore,from St. Paul's Episcopal Church on North Charles Street to the cathedral.,MD,USA,2017-02-04,,350,350,350,385,315,General Protest,immigration ban,1,march,0,0,0,0,1,1,http://www.baltimoresun.com/news/maryland/bs-md-march-for-refugees-20170204-story.html,,,,,,,
Flint ,from City Hall to University of Michigan Flint,MI,USA,2017-02-04,,400,400,400,440,360,General Protest,Immigration ban,1,March,0,0,0,0,1,1,http://www.mlive.com/news/flint/index.ssf/2017/02/hundreds_march_in_flint_to_pro.html,,,,,,,
Willmar ,Downtown,MN,USA,2017-02-04,,150,150,150,165,135,general protestors,protest immigration ban,1,protest,0,0,0,0,1,1,http://www.wctrib.com/news/local/4212133-unity-march-protest-draws-more-150-people-downtown-willmar,http://www.willmarradio.com/news/peaceful-protest-on-downtown-willmar/image_e513f566-eb04-11e6-88c1-bbaef98ba462.html,,,,,,
St. Louis,,MO,USA,2017-02-04,,,,,,,,anti-Trump,1,,,,,,1,1,http://www.usatoday.com/story/news/nation/2017/02/04/protests-erupt-globally-over-trump-actions-third-saturday-row/97495210/,,,,,,,
Rienzi,Veterans Memorial Park ,MS,USA,2017-02-04,,100,100,100,110,90,General protestors,protest removal of Christian flag,0,protest,0,0,0,0,1,1,http://www.dailymail.co.uk/news/article-4194016/Mississippi-town-protests-lowering-Christian-flag.html,,,,,,,
Charlotte,Marshall Park,NC,USA,2017-02-04,,60,60,60,66,54,general protestors,immigration ban,1,rally,0,0,0,0,1,1,http://www.charlotteobserver.com/news/local/article130825494.html,,,,,,,
Raleigh,Bicentennial Mall,NC,USA,2017-02-04,,200,1100,2000,220,1800,General Protest ,Immigration ban,1,rally,0,0,0,0,1,1,http://www.newsobserver.com/news/local/counties/wake-county/article130772929.html,http://www.newsobserver.com/news/local/counties/wake-county/article130772929.html,,,,,,
Kearney,Nebraska senator Deb Fischer,NE,USA,2017-02-04,,50,60,70,55,63,"Suit Up Nebraska, the Women’s March of Omaha and Indivisible organizations across Nebraska",Protest Betsy DeVos ,1,Demonstration,0,0,0,0,1,1,http://journalstar.com/news/local/education/protesters-urge-fischer-to-pull-support-for-devos/article_34b7f579-86cc-56e9-99e1-d2de86d9aa34.html,http://www.theindependent.com/news/regional/kearney/protesters-to-fischer-don-t-appoint-devos/article_7f30cf43-a592-5ea4-834d-746828c52ccf.html,,,,,,
Lincoln ,Nebraska senator Deb Fischer,NE,USA,2017-02-04,,200,225,250,220,225,"Suit Up Nebraska, the Women’s March of Omaha and Indivisible organizations across Nebraska",Protest Betsy DeVos ,1,Demonstration,0,0,0,0,1,1,http://journalstar.com/news/local/education/protesters-urge-fischer-to-pull-support-for-devos/article_34b7f579-86cc-56e9-99e1-d2de86d9aa34.html,http://www.1011now.com/content/news/Nebraskans-react-to-Fischers-support-of-DeVos-412800223.html,,,,,,
Omaha,120th & W. Dodge,NE,USA,2017-02-04,,100,150,200,110,180,"Suit Up Nebraska, the Women’s March of Omaha and Indivisible organizations across Nebraska",Protest Betsy DeVos ,1,Demonstration,0,0,0,0,1,1,http://www.ketv.com/article/watch-a-senior-living-community-do-carpool-karaoke/8692465,http://journalstar.com/news/local/education/protesters-urge-fischer-to-pull-support-for-devos/article_34b7f579-86cc-56e9-99e1-d2de86d9aa34.html,,,,,,
Scottsbluff,Nebraska senator Deb Fischer,NE,USA,2017-02-04,,60,70,80,66,72,"Suit Up Nebraska, the Women’s March of Omaha and Indivisible organizations across Nebraska",Protest Betsy DeVos ,1,Demonstration,0,0,0,0,1,1,http://kneb.com/regional-news/dozens-protest-in-front-of-sen-fischers-scottsbluff-office-over-secretary-of-education-nominee/,http://www.nbcneb.com/scottsbluff/content/news/Men-women-and-children-protest-outside-of-Deb-Fischers-Scottsbluff-office-412789013.html,,,,,,
New York City ,Stonewall Inn,NY,USA,2017-02-04,,2000,2000,2000,2200,1800,LGBTQ NYC Community,immigration ban,1,demonstration,0,0,0,0,1,1,http://www.huffingtonpost.com/entry/thousands-in-lgbtq-community-protest-trump-at-historic-stonewall-inn_us_5895faa2e4b09bd304bba329,,,,,,,
Chambersburg,downtown Chambersburg,PA,USA,2017-02-04,,50,50,50,55,45,Franklin County Democratic Committee.,Protest Trump's policies,1,demonstration,0,0,0,0,1,1,http://www.pennlive.com/news/2017/02/dozens_attend_trump_protest_in.html,http://www.publicopiniononline.com/story/news/2017/02/04/dozens-protest-president-trump-chambersburg/97485702/,,,,,,
Philadelphia,Downtown Philadelphia ,PA,USA,2017-02-04,,200,200,200,220,180,General Protest ,immigration ban,1,march ,0,0,0,0,1,1,http://www.philly.com/philly/blogs/real-time/Crowd-protests-Vice-President-Mike-Pence-in-Philly-on-Saturday.html,,,,,,,
Philadelphia,Philadelphia City Hall.,PA,USA,2017-02-04,,2000,2000,2000,2200,1800,March for Humanity,immigration ban,1,march,0,0,0,0,0,1,http://www.philly.com/philly/blogs/real-time/Crowd-protests-Vice-President-Mike-Pence-in-Philly-on-Saturday.html,,http://www.nbcphiladelphia.com/news/local/Philadelphia-Protests-SEPTA-Options-412770083.html,,,,,
Greenville ,One City Plaza,SC,USA,2017-02-04,,200,350,500,220,450,The Islamic Society of Greenville,protest immigration ban,1,protest,0,0,0,0,1,1,http://wspa.com/2017/02/04/live-no-hate-no-fear-no-ban-rally-held-in-downtown-greenville/,http://www.greenvilleonline.com/picture-gallery/news/local/greenville/downtown/2017/02/04/no-hate-no-fear-no-ban-rally/97502022/,,,,,,
Houston,City Hall,TX,USA,2017-02-04,,250,275,300,275,270,General protestors,Protest immigration ban and Trump's policies,1,demonstrations,0,0,0,0,1,1,http://profootballtalk.nbcsports.com/2017/02/04/trump-protests-spread-to-houston/,http://abc13.com/news/saturday-protests-march-through-downtown-houston-/1737876/,,,,,,
Salt Lake City,Downtown,UT,USA,2017-02-04,,1000,3000,5000,1100,4500,general protestors,anti-Trump; protest immigration ban,1,demonstration,0,0,0,0,1,1,approximation via photos,http://fox13now.com/2017/02/04/utah-march-for-refugees-gather-to-share-their-support-in-slc/,http://www.deseretnews.com/article/865672604/Thousands-of-Utahns-rally-for-refugees.html,,,,,
Rhinelander,airport RHI,WI,USA,2017-02-04,,50,50,50,55,45,general protesters,"end the ""muslim ban""",1,rally,0,0,0,0,1,1,https://www.pressreader.com/usa/chicago-tribune/20170212/281921657795759,,,,,,,
Charleston,outside Sen. Shelley Moore Capito’s Charleston office ,WV,USA,2017-02-04,,200,225,250,220,225,West Virginia’s American Federation of Teachers,Denouncing sen Shelley support for DeVos,1,demonstration,0,0,0,0,1,1,http://www.wvgazettemail.com/news-education/20170204/despite-protests-capito-still-supports-devos,,,,,,,
Los Angeles,Pershing Square to the Edward Royball Federal Building,CA,USA,2017-02-05,,1000,1500,2000,1100,1800,general protestors,protest Dakota Access Pipeline,1,demonstration; march,0,0,0,0,1,1,http://www.nbclosangeles.com/news/local/Protest-March-Sunday-DAPL-pipeline-Trump-Downtown-Los-Angeles-Thousands-pershing-412820743.html,http://abc7.com/news/protesters-march-against-dakota-access-pipeline-in-dtla/1738685/,http://losangeles.cbslocal.com/2017/02/05/thousands-of-marchers-hit-streets-of-downtown-la-protest-trump-orders-on-oil-pipelines/,,,,,
Cedar Falls,Congressman Rod Blum's office at 515 Main Street,IA,USA,2017-02-05,,300,600,900,330,810,general protestors,against the immigration ban ,1,demonstration,1,0,0,0,1,1,http://www.kcrg.com/content/news/Protest-counter-protest-end-in-arrest-possible-assault-charge-412833653.html,http://www.kwwl.com/story/34431208/protesters-gather-in-cedar-falls,https://www.facebook.com/events/1008075485965015/,,,,,
Cedar Falls,,IA,,2017-02-05,,,,,,,general protestors; Cedar Valley Patriots for Christ,for the immigration ban ,2,,0,0,0,0,0,1,http://www.kcrg.com/content/news/Protest-counter-protest-end-in-arrest-possible-assault-charge-412833653.html,,,,,,,
Iowa City,Ped Mall,IA,USA,2017-02-05,,1000,1300,1600,1100,1440,Students Against Hate and Discrimination,protest immigration ban,1,demonstration,0,0,0,0,1,1,https://www.facebook.com/events/101982666986944/,http://www.press-citizen.com/story/news/2017/02/05/no-hate-no-fear-crowd-protests-trumps-muslim-ban-iowa-city/97526646/,,,,,,
Mason City,central park,IA,USA,2017-02-05,,,,,,,IA Green Party,end Muslim ban and wall,1,demonstartion,0,0,0,0,1,1,http://www.nbcnews.com/news/us-news/protests-against-trump-s-policies-erupt-third-weekend-cities-large-n717131,,,,,,,
Lexington,Faeytte County Courthouse,KY,USA,2017-02-05,,1000,1000,1000,1100,900,General Protest,immigration ban,1,rally,0,0,0,0,1,1,http://www.kentucky.com/news/local/counties/fayette-county/article130931654.html,,,,,,,
Grand Rapids,Gerald R. Ford International Airport ,MI,USA,2017-02-05,,200,200,200,220,180,General Protest ,immigration ban ,1,demonstration,0,0,0,0,1,1,http://www.charlotteobserver.com/news/politics-government/article131121799.html,http://fox17online.com/2017/02/05/protesters-return-to-grand-rapids-airport/,,,,,,
Kalamazoo,Kalamazoo Park ,MI,USA,2017-02-05,,200,200,200,220,180,general protesters,"end the ""muslim ban""",1,protest,0,0,0,0,1,1,http://www.nbcnews.com/news/us-news/protests-against-trump-s-policies-erupt-third-weekend-cities-large-n717131,,,,,,,
Asheville ,From Pack Square to Pritchard Park.,NC,USA,2017-02-05,,200,200,200,220,180,School kids,Immigration ban,1,demonstration,0,0,0,0,1,1,http://wlos.com/news/local/kids-protest-of-trump-administration-policies-planned-for-downtown-asheville,,,,,,,
Canton,Stark County Courthouse,NY,USA,2017-02-05,,400,400,400,440,360,general protestors,immigration ban,1,protest,0,0,0,0,1,1,http://wksu.org/post/hundreds-people-converge-downtown-canton-protest-president-trumps-immigration-order,,,,,,,
New York City ,Trump Tower,NY,USA,2017-02-05,,,,,,,General Protest,pro-Trump,2,rally,0,0,0,0,1,1,http://www.nbcnews.com/news/us-news/protests-against-trump-s-policies-erupt-third-weekend-cities-large-n717131,http://foreignpolicy.com/2017/03/20/the-other-womens-movement-trump-le-pen-clinton-nationalism/,,,,,,
Harrisburg,State Capitol ,PA,USA,2017-02-05,,1000,1000,1000,1100,900,general protesters,immigration ban,1,rally,0,0,0,0,1,1,http://www.pennlive.com/news/2017/02/protest_rally_donald_trump_exe.html,,,,,,,
Nashville,Airport,TN,USA,2017-02-05,,200,200,200,220,180,Tennessee Immigrant and Refugee Rights Coalition,immigration ban,1,rally,0,0,0,0,1,1,http://www.tennessean.com/story/news/local/2017/02/05/kurdish-family-arrive-nashville-after-executieve-order-travel-ban-delay/97491006/?hootPostID=0f9cb1017328fdf9e329e78927794cc5,,,,,,,
Austin ,Austin-Bergstrom International Airport ,TX,USA,2017-02-05,,400,450,500,440,450,General protestors,Protest immigration ban,1,demonstration,0,0,0,0,1,1,http://theunn.com/2017/02/protest-march-at-austin-airport-against-president-trump/,,,,,,,
Houston,Hermann Park to NRG Stadium,TX,USA,2017-02-05,,500,500,500,550,450,General protestors,Protest immigration ban and Trump's policies,1,demonstraton,0,0,0,0,1,1,http://mobile.reuters.com/article/newsOne/idUSKBN15K0UK,http://www.khou.com/news/local/anti-trump-protests-kick-off-near-super-bowl-li-site/398999119,http://www.chron.com/news/houston-texas/houston/article/BLM-protesters-set-to-intersect-with-Super-Bowl-10909704.php#photo-7280548,,,,,
Janesville,courthouse,WI,USA,2017-02-05,,200,200,200,220,180,general protesters,"end the ""muslim ban""",1,protest,0,0,0,0,1,1,http://www.nbcnews.com/news/us-news/protests-against-trump-s-policies-erupt-third-weekend-cities-large-n717131,,,,,,,
Charleston,Outside State Capitol,WV,USA,2017-02-05,,1000,1000,1000,1100,900,General protest ,Immigration ban,1,demonstration,0,0,0,0,1,1,http://www.wsaz.com/content/news/More-than-1000-line-Charleston-street-to-protest-Trump-ban-412838243.html,,,,,,,
Santa Ana,3000 W Chapman Ave.,CA,USA,2017-02-06,,30,30,30,33,27,general protesters,Against demolition of homeless camp,0,demonstration,0,0,0,0,1,1,http://voiceofoc.org/2017/02/protesters-fight-plans-to-push-homeless-from-santa-ana-riverbed/,,,,,,,
Pueblo,Union Depot,CO,USA,2017-02-06,,24,24,24,26.4,21.6,Colorado Accountability Commission,Against repeal of Affordable Care Act,1,demonstration,0,0,0,0,1,1,http://www.koaa.com/story/34440193/pueblo-citizens-protest-repeal-of-obamacare,,,,,,,
Bridgeport,City Hall,CT,USA,2017-02-06,,100,100,100,110,90,general protesters,Demanding Bridgeport become a sanctuary city,1,protest,0,0,0,0,1,1,http://patch.com/connecticut/fairfield/bridgeport-mayor-declares-make-fairfield-sanctuary-city-protest,http://www.ctpost.com/local/article/Ganim-slips-into-Fairfield-for-Trump-like-stunt-10916050.php#photo-12331604,,,,,,
Washington,Capitol Hill,DC,USA,2017-02-06,,200,200,200,220,180,general protesters,Against DeVos Nomination for Secretary of Education,1,demonstration,0,0,0,0,1,1,http://www.wusa9.com/news/local/hundreds-gather-to-protest-betsy-devos/401580247,http://www.wilx.com/content/news/Hundreds-protest-Betsy-Devos-nomination-in-Washington-DC-412968933.html,,,,,,
Tallahassee,402 South Monroe St.,FL,USA,2017-02-06,,20,35,50,22,45,Women's March Florida,Against DeVos Nomination for Secretary of Education,1,protest,0,0,0,0,1,1,http://www.wctv.tv/content/news/Protesters-urge-Rubio-to-block-DeVos-412944663.html,http://www.wtxl.com/news/protesters-gather-at-senator-marco-rubio-s-office/article_70811b74-eca9-11e6-b0b1-1b621b82ce6c.html,,,,,,
Tampa,5201 W. Kennedy Blvd,FL,USA,2017-02-06,,24,24,24,26.4,21.6,general protesters,Against DeVos Nomination for Secretary of Education,1,protest,0,0,0,0,1,1,http://www.cltampa.com/news-views/politics/article/20851332/on-heels-of-trump-macdill-visit-and-protests-activists-call-on-marco-rubio-to-reject-betsy-devos,http://floridapolitics.com/archives/231659-activists-march-marco-rubios-tampa-office-telling-reject-betsy-devos-education-secretary,,,,,,
Tampa Bay,MacDill Air Force Base,FL,USA,2017-02-06,,100,100,100,110,90,general protesters,Against Trump presidency,1,demonstration,0,0,0,0,1,1,http://www.bradenton.com/news/local/article131083374.html,,,,,,,
Elgin,355 East Chicago St,IL,USA,2017-02-06,,24,24,24,26.4,21.6,District U46 Transportation Union,Against privatization of bus routes,0,demonstration,0,0,0,0,1,1,http://www.chicagotribune.com/suburbs/elgin-courier-news/news/ct-ecn-elgin-u46-bussing-protest-st-0207-20170206-story.html,,,,,,,
Pittsfield,Park Square,MA,USA,2017-02-06,,24,49.5,75,26.4,67.5,Sugar Shack Alliance,Against local pipeline project,0,demonstration,0,0,0,0,1,1,"http://www.berkshireeagle.com/stories/protesters-stage-funeral-as-court-sides-with-pipeline-company-over-conservation-land,497492",http://nepr.net/news/2017/02/06/judge-signals-hell-approve-compensation-pipeline-land-sandisfield/,,,,,,
Bel Air,15 Churchville Rd,MD,USA,2017-02-06,,30,30,30,33,27,Together We Will-Harford County/Upper Chesapeake,pro-ACA; anti-repeal,1,march,0,0,0,0,1,1,http://www.baltimoresun.com/news/maryland/harford/aegis/ph-ag-women-protest-0208-20170206-story.html,,,,,,,
Columbia,1001 Cherry St.,MO,USA,2017-02-06,,30,40,50,33,45,Educators,Against DeVos Nomination for Secretary of Education,1,demonstration,0,0,0,0,1,1,http://www.columbiatribune.com/news/politics/educators-protest-devos-nomination-outside-blunt-s-columbia-office/article_0b988a40-b82d-52b1-a086-8e29be18a678.html,http://www.columbiamissourian.com/news/local/local-educators-rally-against-education-pick-devos-at-blunt-s/article_2fecb846-ecab-11e6-abce-d3f9714f0753.html,,,,,,
Joplin,Joplin Regional Airport,MO,USA,2017-02-06,,30,30,30,33,27,Southwest Missouri Democrats,"Against ""Muslim ban""",1,demonstration,0,0,0,0,1,1,http://www.joplinglobe.com/news/local_news/second-airport-protest-held-as-travel-ban-hits-legal-roadblock/article_f0885ec9-3d0a-50a9-a0bc-4f6355f271ad.html,,,,,,,
Springfield,2740 B East Sunshine,MO,USA,2017-02-06,,30,30,30,33,27,general protesters,Against DeVos Nomination for Secretary of Education,1,protest,0,0,0,0,1,1,http://www.news-leader.com/story/news/politics/2017/02/06/protests-highlight-continued-backlash-against-sen-roy-blunt-betsy-devos-vote-nears/97530602/,,,,,,,
Galloway,Stockton University,NJ,USA,2017-02-06,,100,100,100,110,90,Stockton University Student Senate,Calling for Stockton University to become sanctuary campus,1,demonstration,0,0,0,0,1,1,http://www.pressofatlanticcity.com/education/students-call-for-sanctuary-campus-at-stockton-university-protest/article_a75cf51b-2b3e-58ef-baba-0d1222517040.html,,,,,,,
Brooklyn,One Metrotech Center,NY,USA,2017-02-06,,,,,,,"Bay Ridge for Social Justice, Bay Ridge Democrats","Against Rep. Daniel Donovan's support for ""Muslim Ban""",1,protest,0,0,0,0,1,1,http://www.silive.com/news/index.ssf/2017/02/protesters_shout_down_donovan.html,http://gothamist.com/2017/02/06/dan_donovan_bay_ridge_protest.php,http://www.brooklyneagle.com/articles/2017/2/6/protesters-disrupt-brooklyn-chamber-commerce-forum-attack-muslim-ban,,,,,
Ithaca,"Cornell University, Ho Plaza",NY,USA,2017-02-06,,100,100,100,110,90,Cornell University Students,"Against ""Muslim ban""",1,demonstration,0,0,0,0,1,1,http://cornellsun.com/2017/02/07/no-ban-no-wall-protest-fills-ho-plaza/,,,,,,,
New York,Trump International Hotel,NY,USA,2017-02-06,,200,200,200,220,180,T'Ruah Rabbinical Group,"Against ""Muslim ban""",1,"demonstration, sit-in",19,0,0,0,1,1,https://www.nytimes.com/2017/02/06/nyregion/rabbis-arrested-protest-trump-muslim-ban.html,http://nypost.com/2017/02/07/rabbis-among-group-of-anti-trump-protesters-arrested/,http://www.huffingtonpost.com/entry/19-arrested-rabbis-new-yorks-trump-hotel_us_589949e0e4b040613138d3d6,,,,,
White Plains,Renaissance Park,NY,USA,2017-02-06,,50,75,100,55,90,Westchester Social Justice Community,In support of immigrant community,1,demonstration,0,0,0,0,1,1,http://westchester.news12.com/news/protesters-fill-downtown-white-plains-in-support-of-immigrants-1.13072029,,,,,,,
Cleveland,1240 E 9th St.,OH,USA,2017-02-06,,200,400,600,220,540,Teachers,Against DeVos Nomination for Secretary of Education,1,demonstration,0,0,0,0,1,1,http://fox8.com/2017/02/06/live-video-group-in-cleveland-protesting-nomination-of-betsy-devos-as-education-secretary/,https://www.facebook.com/events/478155735905214/permalink/480378702349584/?notif_t=event_mall_comment&notif_id=1486443041204672,https://twitter.com/OFTadvocate/status/828981230267932672,,,,,
Philadelphia,City Hall,PA,USA,2017-02-06,,20,20,20,22,18,general protesters,Against DeVos Nomination for Secretary of Education,1,march,0,0,0,0,1,1,http://philadelphia.cbslocal.com/2017/02/06/protesters-urge-sen-toomey-not-to-vote-in-favor-of-devos-for-education-secretary/,,,,,,,
Nashville,State Capitol,TN,USA,2017-02-06,,24,87,150,26.4,135,general protesters,Against statement that protesters are paid,1,demonstration,0,0,0,0,1,1,http://www.tennessean.com/story/news/politics/2017/02/06/150-demand-senator-show-proof-state-state-protesters-were-paid/97556640/,http://wkrn.com/2017/02/06/protesters-expected-to-gather-at-sen-baileys-office-for-reimbursement/,http://fox17.com/news/local/protesters-protest-senators-claims-of-paid-protesters,,,,,
Fort Worth,200 Main St.,TX,USA,2017-02-06,,12,12,12,13.2,10.8,Tarrant County Democratic Women's Club,Against DeVos Nomination for Secretary of Education,1,demonstration,0,0,0,0,1,1,http://www.star-telegram.com/news/politics-government/article131069994.html,,,,,,,
Montpelier,9 School St.,VT,USA,2017-02-06,,24,24,24,26.4,21.6,general protesters,Demanding TD Bank end funding of Dakota Access Pipeline,1,march,0,0,0,0,1,1,http://www.mynbc5.com/article/protesters-rally-against-two-pipeline-projects/8683583,,,,,,,
Phoenix,2200 East Camel Back Rd.,AZ,USA,2017-02-07,,35,35,35,38.5,31.5,Indivisible Arizona,Against President Trump's Cabinet picks,1,protest,0,0,0,0,1,1,https://cronkitenews.azpbs.org/2017/02/07/protesters-gather-outside-flakes-office-to-oppose-trump-devos/,,,,,,,
Prescott,Senator / Representative offices,AZ,USA,2017-02-07,,100,100,100,110,90,"Yavapai County Democratic Party, progressives, Sierra Club members, Veterans for Peace and others",,1,protest,0,0,0,0,1,1,http://www.dcourier.com/news/2017/feb/13/prescott-protesters-target-gosar-mccain-over-devos/,,,,,,,
San Diego,800 Front St.,CA,USA,2017-02-07,,60,60,60,66,54,Indivisible San Diego,Against Trump agenda,1,demonstration,0,0,0,0,1,1,http://www.sandiegouniontribune.com/news/politics/sd-me-politics-0208-story.html,,,,,,,
San Francisco,95 Seventh St.,CA,USA,2017-02-07,,,,,,,general protesters,Against immigration executive order,1,protest,0,0,0,0,1,1,http://www.sfexaminer.com/protesters-gather-outside-9th-u-s-circuit-court-appeals-soma/,,,,,,,
